id,answer,property_value,bleurt_score
Q128507,cohan,cohan,1.0063912868499756
Q15793947,sydney,sydney,0.9498118162155151
Q2391008,film actor,film actor,0.8629913330078125
Q6380160,united state,united state,0.9919833540916443
Q526654,,1973-11-24,0.015916943550109863
Q14957227,banner county,banner county,0.8824574947357178
Q698155,kincaid,kincaid,1.0111451148986816
Q4647031,united kingdom,united kingdom,0.9348112344741821
Q4993058,modeling,model,0.47361719608306885
Q17411184,1990,1990-09-25,0.45699673891067505
Q4749355,Cimarron-Memorial high school,Cimarron-Memorial high school,0.9962721467018127
Q11836606,film actor,film actor,0.8629913330078125
Q6660141,elizabeth joan winch,elizabeth joan winch,1.0216273069381714
Q1754845,united state,united state,0.9919833540916443
Q976176,rubinek,rubinek,0.9524660706520081
Q20683867,,1979-03-19,0.0843508392572403
Q1132527,detroit piston,georgetown hoya men's basketball,-0.005680754780769348
Q5182696,hollywood,hollywood,0.7898563742637634
Q713634,,ukiah,0.06420743465423584
Q351293,,claire rankin,0.051029354333877563
Q6066103,actor,actor,0.5767977237701416
Q23063067,actor,actor,0.5767977237701416
Q439618,united state,united state,0.9919833540916443
Q522990,tiffany julia shepi,tiffany julia shepi,1.0129574537277222
Q2187997,1952,1952-05-03,0.3722999095916748
Q338302,"february 12, 1980",1980-02-12,0.7764331102371216
Q2374760,actor,actor,0.5767977237701416
Q6371837,screenwriter,screenwriter,0.8943785429000854
Q5852710,actor,television actor,0.1935839205980301
Q17517279,O'Donnell,O'Donnell,0.9399526715278625
Q6847048,grady,grady,1.000558853149414
Q1894353,andover high school,andover high school,0.9438395500183105
Q16201374,england,united kingdom,0.1740710288286209
Q16235655,actres,television actor,0.12972226738929749
Q44450,"Washington, D.C.","Washington, D.C.",0.8961753249168396
Q299194,screenwriter and director,actor,0.1146906167268753
Q3830904,actor,actor,0.5767977237701416
Q4942421,chicago,chicago,0.8835649490356445
Q3023738,san antonio,san antonio,0.9964699149131775
Q61060277,1826,1889-02-07,0.0951479822397232
Q7181642,film actor,film actor,0.8629913330078125
Q17021160,,united state,0.02185286581516266
Q454081,,dwarfism,-0.03142933547496796
Q1063718,montreal,montreal,0.892716109752655
Q5354296,new york,new york city,0.5258822441101074
Q4751864,actor,actor,0.5767977237701416
Q4799547,1897,1897-05-25,0.6249670386314392
Q5882174,1984,1984-10-13,0.4263591170310974
Q4977129,hedd,Q16479557,0.055088743567466736
Q219653,actor,television actor,0.1935839205980301
Q2840271,july 1998,1998-07-24,0.6323530673980713
Q134895,broadcast film critic association award,broadcast film critic association award for best supporting actor,0.44547927379608154
Q23765583,,united state,0.02185286581516266
Q3760436,july 1951,1951-07-20,0.5084662437438965
Q1092649,la vega,la vega,1.034174919128418
Q4877397,california,california,0.8659041523933411
Q171567,prepon,prepon,1.0366272926330566
Q4276060,maxwell,maxwell,0.8746969103813171
Q6835258,,lo angele,0.021558478474617004
Q2751958,,television actor,-0.01819254457950592
Q732010,the King's high school for Boy,the King's high school for Boy,0.9696435332298279
Q264748,,lo angele,0.021558478474617004
Q2563751,film producer,film producer,0.9118699431419373
Q6748278,,voice,0.03794799745082855
Q5553341,urbana,urbana,0.9121894240379333
Q6224037,united kingdom,united kingdom,0.9348112344741821
Q18379490,actor,actor,0.5767977237701416
Q1139209,1975,1975-04-16,0.35676491260528564
Q3339690,actres,television actor,0.12972226738929749
Q7308701,united kingdom,united kingdom of great britain and ireland,0.3598119616508484
Q24044546,actor,actor,0.5767977237701416
Q439070,,united state,0.02185286581516266
Q6230518,,united state,0.02185286581516266
Q1687876,,united state,0.02185286581516266
Q4682184,australia,australia,0.7713078856468201
Q8040175,,upper St. clair,-0.012059375643730164
Q4838551,,springfield,0.02489084005355835
Q7334189,,1854-11-07,0.043821901082992554
Q349117,a prestigiou liberal art college,kenyon college,0.027666985988616943
Q1729264,,christopher monger,-0.045467838644981384
Q20738374,wilkerson,wilkerson,0.9802307486534119
Q5052825,,united state,0.02185286581516266
Q272034,1983,1983-05-27,0.43755394220352173
Q1373590,screenwriter and television director,television director,0.38095223903656006
Q260241,vancouver,vancouver,0.9561751484870911
Q24605465,sammy strong,sammy strong,1.0147813558578491
Q346965,february 2018,2018-02-07,0.6930327415466309
Q462065,voice actor,voice actor,0.8491813540458679
Q5106337,march 29,1980-03-29,0.6070125699043274
Q446627,,patty smyth,0.0020801424980163574
Q17279374,actor,actor,0.5767977237701416
Q3193155,kennell,kennell,0.8781063556671143
Q2165229,actor,actor,0.5767977237701416
Q2627462,,united state,0.02185286581516266
Q6116640,film actor,film actor,0.8629913330078125
Q23691923,,north oak,0.01654145121574402
Q4720667,1945,1945-02-11,0.2813835144042969
Q4707393,1962,1962-08-10,0.43082350492477417
Q1689041,,1951-01-01,0.09262321889400482
Q2005629,san fernando mission cemetery,san fernando mission cemetery,0.9940384030342102
Q3026290,united state,united state,0.9919833540916443
Q19878230,,united state,0.02185286581516266
Q17165296,,united state,0.02185286581516266
Q1174106,columbia college chicago,columbia college chicago,0.9731022119522095
Q5325941,houston,houston,0.8854414224624634
Q5082852,1915,1915-10-22,0.4160826802253723
Q376140,,baldwin park high school,-0.04520566761493683
Q464576,,united state,0.02185286581516266
Q244234,italy,italy,0.8810752034187317
Q5080741,,1913-12-28,0.05651361495256424
Q6181798,actor,actor,0.5767977237701416
Q7407530,1979,1979-07-12,0.39324164390563965
Q7700965,actor,actor,0.5767977237701416
Q27925049,nantwich,nantwich,1.0020114183425903
Q18685762,1982,1982-01-02,0.428611695766449
Q709909,rome,rome,0.7495970129966736
Q3517428,montmartre cemetery,montmartre cemetery,1.030889630317688
Q3268367,1961,1961-05-06,0.3945690393447876
Q7498737,"november 3, 1999",1999-05-09,0.6875846982002258
Q7246458,september 1986,1986-09-17,0.7564509510993958
Q7002523,united state,united state,0.9919833540916443
Q54827583,actor,actor,0.5767977237701416
Q3984760,snell,snell,0.9957144856452942
Q1453398,,islam,0.050185322761535645
Q6509859,art educational school,art educational school,0.9231268763542175
Q267428,,portland,0.04577375203371048
Q5055911,,new york city,-0.008380591869354248
Q2246344,stage actor,stage actor,0.8314184546470642
Q266814,"june 29, 1961",1961-06-29,0.7280520796775818
Q391192,lo angele,lo angele,1.0596922636032104
Q16203864,pop music and film actor,film actor,0.3740641474723816
Q628998,actres,television actor,0.12972226738929749
Q6222975,actor,actor,0.5767977237701416
Q1736480,sasha agha,sasha agha,1.1047695875167847
Q5740661,malmö theatre academy,malmö theatre academy,0.9354484677314758
Q7555573,,voice,0.03794799745082855
Q1906277,united state,united state,0.9919833540916443
Q122335,performer,actor,0.18846160173416138
Q4739607,,1976-12-01,0.051611773669719696
Q5961798,actor,television actor,0.1935839205980301
Q722196,conrad,conrad,0.9546341896057129
Q294583,screenwriter,screenwriter,0.8943785429000854
Q5343042,heart condition,myocardial infarction,0.1419474482536316
Q233801,"Vancouver, canada",vancouver,0.7036687135696411
Q6162311,marin mazzie,marin mazzie,0.9067451357841492
Q16120593,higher institute of dramatic art in damascu,higher institute of dramatic art (Damascus),0.7683723568916321
Q21597748,,1987-11-30,0.029665663838386536
Q50359689,experimental centre of cinematography,experimental centre of cinematography,0.9825570583343506
Q7331309,,united state,0.02185286581516266
Q8065536,,lexicon of the yiddish theatre,-0.03999011218547821
Q3903099,italy,italy,0.8810752034187317
Q8067530,harding,harding,0.9719423651695251
Q5548291,,united kingdom,0.012348279356956482
Q15442068,"exeter College, exeter","exeter College, exeter",0.9595198035240173
Q8049833,singer and actor,actor,0.3201705813407898
Q4790550,february 1973,1973-02-07,0.7425527572631836
Q239955,adult film actres,actor,0.08080950379371643
Q3182552,television presenter,television actor,0.3164260983467102
Q208746,film actor,film actor,0.8629913330078125
Q354031,actor,actor,0.5767977237701416
Q1320648,december 1989,1989-12-22,0.7783446907997131
Q973077,godfrey,godfrey,0.9698070883750916
Q519949,1981,1981-09-25,0.4148399233818054
Q15712264,actres,television actor,0.12972226738929749
Q7407286,actor,actor,0.5767977237701416
Q15939169,film director,film director,0.893515944480896
Q5943963,arian,arian,0.9571220278739929
Q5694065,film actor,film actor,0.8629913330078125
Q5879922,actres,actor,0.15664337575435638
Q182408,academy award for best actres,academy award for best actres,0.956780731678009
Q5200143,1949,1948-06-02,0.29838281869888306
Q82746,stage actor,stage actor,0.8314184546470642
Q7301736,united kingdom,united kingdom,0.9348112344741821
Q954623,musician and businessperson,businessperson,0.4728335738182068
Q719035,yale university,yale university,0.9760934114456177
Q11836555,reed howard,reed howard,0.9330967664718628
Q15428849,united state,united state,0.9919833540916443
Q519165,united kingdom,united kingdom,0.9348112344741821
Q3946339,carrie melvin luca,carrie melvin luca,0.979705810546875
Q4965888,professional wrestler,professional wrestler,0.9463418126106262
Q23713119,,united state,0.02185286581516266
Q1528435,,brockton high school,-0.03817687928676605
Q925680,male actor of the year,male actor of the year,0.948029100894928
Q6389501,new york,new york,0.8703718781471252
Q6775506,barcelona,barcelona,0.8624880313873291
Q1700477,actor,actor,0.5767977237701416
Q443292,valentine,valentine,0.9136956334114075
Q2519016,,united state,0.02185286581516266
Q7326280,ysgol gyfun garth olwg,ysgol gyfun garth olwg,0.9818943738937378
Q471215,film director,director,0.2716367244720459
Q16212974,royal welsh college of music & drama,royal welsh college of music & drama,0.9564744234085083
Q55642700,,boxing,0.009259715676307678
Q387132,royal conservatoire of scotland,royal conservatoire of scotland,1.0280340909957886
Q322179,franci margaret fitzgerald,franci margaret fitzgerald,1.0013422966003418
Q329778,hendon school,hendon school,0.9041778445243835
Q767868,film actor,film actor,0.8629913330078125
Q7331698,boston university,boston university,0.898324191570282
Q19629690,freeman,freeman,0.9560267329216003
Q7357063,united state,united state,0.9919833540916443
Q16887611,united state,united state,0.9919833540916443
Q15457272,actor,television actor,0.1935839205980301
Q5687894,1923,1923-11-02,0.46721410751342773
Q6375063,,1971-08-12,0.09072476625442505
Q530489,,united state,0.02185286581516266
Q387814,bedford,bedford,0.8811799883842468
Q2039725,university of vermont,university of vermont,0.9314249753952026
Q6266634,cognitive decline,dementia,0.3944377899169922
Q2344184,hodge,Q16870816,0.026242129504680634
Q953019,jazz musician,songwriter,0.09000945091247559
Q445337,voice actor,voice actor,0.8491813540458679
Q5049402,united kingdom,united kingdom,0.9348112344741821
Q5238137,comedy and writing,dramaturgy,0.19215182960033417
Q2091753,1957,1957-10-27,0.40940362215042114
Q2439744,film actor,film actor,0.8629913330078125
Q16149702,actor,television actor,0.1935839205980301
Q2180662,december 2003,2003-12-22,0.7338133454322815
Q234161,,voice,0.03794799745082855
Q428819,,new york,-0.0024852603673934937
Q4898859,,united state,0.02185286581516266
Q1351476,vassar college,vassar college,0.9833517074584961
Q4493815,film actor,film actor,0.8629913330078125
Q18224291,actor,television actor,0.1935839205980301
Q234809,1972,1972-02-16,0.32569289207458496
Q3035982,united kingdom,united kingdom,0.9348112344741821
Q704314,new zealand,new zealand,0.9323715567588806
Q5550870,quealy,quealy,1.0081126689910889
Q3736818,1937-12-13,1937-12-13,0.9764707684516907
Q7288365,hill,hill,0.6228978633880615
Q47166832,analy high school,analy high school,0.984322190284729
Q3858567,,1947-05-23,0.09617431461811066
Q4772333,crivello,crivello,0.9596416354179382
Q13530000,Harris–Stowe state university,Harris–Stowe state university,0.970772922039032
Q223769,musician and film actor,film actor,0.42395520210266113
Q4932737,january 1989,1989-01-27,0.7036855816841125
Q9004686,1897,1897-02-17,0.5202340483665466
Q2495388,1971,1971-01-01,0.432187020778656
Q22915387,actres,actor,0.15664337575435638
Q7108182,january 1943,1943-01-25,0.660724937915802
Q3308316,actor,actor,0.5767977237701416
Q7193784,john,wayne,0.07391367852687836
Q533369,,newburgh,0.025680407881736755
Q21583275,2001,2001-02-15,0.37280184030532837
Q4952370,january 1988,1988-01-08,0.6996216177940369
Q22673586,St. ignatiu college preparatory,St. ignatiu college preparatory,0.9915124773979187
Q2938630,musician,songwriter,0.1437447965145111
Q725374,hamilton,hamilton,0.9430592656135559
Q22932883,1995,1995-04-21,0.40348541736602783
Q1143627,1977,1977-02-27,0.46571123600006104
Q22667722,1936-06-01,1936-07-17,0.4654739499092102
Q2534772,lo angele,lo angele,1.0596922636032104
Q684226,edinburgh,edinburgh,0.9023823142051697
Q233038,a notable viral challenge that raised awarenes for al,ice bucket challenge,0.0447830855846405
Q7346701,bristol old vic theatre school,bristol old vic theatre school,1.014917254447937
Q4309887,george abbott,george abbott,0.9261321425437927
Q1057307,mexico,mexico,0.7957135438919067
Q1872999,december 1970,1970-12-02,0.5975900292396545
Q5929187,"holy cros College, uk","holy cros College, uk",0.9762659668922424
Q5568089,1976,1976-05-05,0.5877329707145691
Q1681349,actor,actor,0.5767977237701416
Q28501062,actor,actor,0.5767977237701416
Q28816282,,Q52358499,0.059033602476119995
Q146772,actor,actor,0.5767977237701416
Q436719,daniel patrick macnee,daniel patrick macnee,0.9648523926734924
Q3174968,united state,united state,0.9919833540916443
Q3675487,television actor,television actor,0.8891075253486633
Q7124713,serangoon junior college,serangoon junior college,0.9704156517982483
Q3015861,panama,united state,0.031634315848350525
Q3036761,dougla,dougla,1.06504225730896
Q195687,,orange county school of the art,-0.02470855414867401
Q1687892,film actor,film actor,0.8629913330078125
Q3544166,1952-09-??,1952-09-27,0.4306136965751648
Q18287992,luca calvani,luca calvani,1.0025596618652344
Q3336650,roussay,roussay,0.9523010849952698
Q19810,singer-songwriter,singer-songwriter,0.9226478934288025
Q3536346,screenwriter,screenwriter,0.8943785429000854
Q27978944,,half moon bay,0.01334024965763092
Q519784,united state,united state,0.9919833540916443
Q3242404,united state,united state,0.9919833540916443
Q7610682,thorne,thorne,0.9975762367248535
Q572618,coleman,coleman,0.9057091474533081
Q3568402,united state,united state,0.9919833540916443
Q7173901,actor,actor,0.5767977237701416
Q3048545,musical theater and drama writer,writer,0.23413598537445068
Q182047,television producer,television producer,0.9139021039009094
Q5181071,grant high school,grant high school,0.959377110004425
Q58032966,actor,actor,0.5767977237701416
Q5416189,performing art,actor,0.14696401357650757
Q24885607,pretoria,pretoria,0.9533910155296326
Q1746534,juilliard school,juilliard school,0.9531745910644531
Q7331562,theater performer,stage actor,0.31529688835144043
Q4731153,literary critic,literary critic,0.8784943222999573
Q55615346,robert,robert,0.8151528835296631
Q270081,actres,film actor,0.08464165776968002
Q6904803,landi,landi,1.0292680263519287
Q3020065,william D'Wolf hopper,william D'Wolf hopper,0.977663516998291
Q229013,film actor,film actor,0.8629913330078125
Q7922403,raffaella de laurentii,raffaella de laurentii,1.0241920948028564
Q7153375,greenwich,greenwich,0.9871620535850525
Q1306984,june 1946,1946-06-11,0.6038911938667297
Q960202,dublin,dublin,0.9819253087043762
Q7492281,,la vega,0.0326886847615242
Q241497,canada,canada,0.7601901292800903
Q2262858,actres,film actor,0.08464165776968002
Q969806,filmmaker,film producer,0.18131029605865479
Q3314061,united state,united state,0.9919833540916443
Q22680869,St. alban,St. alban,0.9751359820365906
Q6118887,toronto,toronto,0.9552290439605713
Q60341,deforest,deforest,0.9240391850471497
Q489218,1972,1972-11-06,0.33852720260620117
Q2393401,television actor,television actor,0.8891075253486633
Q51454391,bowie,bowie,1.0066499710083008
Q1686899,royal shakespeare company,royal shakespeare company,0.9427966475486755
Q15731567,united kingdom,united kingdom,0.9348112344741821
Q214128,london,london,0.7344843745231628
Q3336580,canada,united state,0.10461058467626572
Q549220,1973,1973-02-09,0.4524286985397339
Q2975488,recording artist,recording artist,0.924871027469635
Q23583516,actor,actor,0.5767977237701416
Q180899,alexander,alexander dubin,0.32796627283096313
Q20066629,ukraine,united state,0.016134187579154968
Q913824,actres,actor,0.15664337575435638
Q175195,piano accordion,piano accordion,0.9604699611663818
Q4739711,actor,actor,0.5767977237701416
Q1769888,singer,singer,0.7661882042884827
Q16107301,,central school of speech and drama,-0.0585603266954422
Q6282277,actor,television actor,0.1935839205980301
Q5240418,laurence olivier award for best actor in a supporting role,laurence olivier award for best actor in a supporting role,0.9698260426521301
Q54861388,nash,nash,1.0390323400497437
Q510363,screenwriter,screenwriter,0.8943785429000854
Q3826274,palm spring,palm spring,0.9747626185417175
Q24514914,voice actres,voice actor,0.5975965857505798
Q38240324,,new york city,-0.008380591869354248
Q185724,"actor, comedian, voice actor",voice actor,0.5144118070602417
Q6509559,ramm,ramm,0.9841921925544739
Q582019,united state,united state,0.9919833540916443
Q3564998,nichol,nichol,0.9616890549659729
Q6178763,,united state,0.02185286581516266
Q3242413,game show host,game show host,0.9562618136405945
Q2691738,actor,actor,0.5767977237701416
Q16154102,san francisco,san francisco,0.949722945690155
Q6297498,comedian,comedian,0.8146336078643799
Q7648027,actres,actor,0.15664337575435638
Q233891,hasty pudding Man of the year,hasty pudding Man of the year,0.940859854221344
Q7787509,miami shore,miami shore,0.9547340273857117
Q2320489,ballerini,ballerini,0.9291558265686035
Q3082668,after a long battle with illnes,natural cause,0.020205676555633545
Q16832110,,1981-02-10,0.0774904265999794
Q1394654,eldorado high school,eldorado high school,0.9389458894729614
Q267613,film actor,film actor,0.8629913330078125
Q460434,1987,1987-05-19,0.5605236291885376
Q1171196,woodstock cemetery,woodstock cemetery,0.9000561833381653
Q16233104,model,model,0.5310764312744141
Q4717147,1980,1980-09-17,0.3403652608394623
Q5273537,actor,television actor,0.1935839205980301
Q316709,film actor,film actor,0.8629913330078125
Q20744437,may 1978,1978-05-01,0.6429634094238281
Q5537221,,george paul andré viala,-0.039660438895225525
Q5725053,longhurst,longhurst,0.9252848029136658
Q16232205,actres,actor,0.15664337575435638
Q3026244,author,novelist,0.26468372344970703
Q816469,film actor,film actor,0.8629913330078125
Q6306872,,university of sydney,-0.041221871972084045
Q7647875,,daniel topolski,-0.0421917587518692
Q1465235,film actor,film actor,0.8629913330078125
Q954841,hervé Jean-Pierre villechaize,hervé Jean-Pierre villechaize,1.017703890800476
Q711527,providence,providence,0.9689906239509583
Q59075972,dancer,dancer,0.6719051003456116
Q18187007,actor,actor,0.5767977237701416
Q3049429,malyon,Q58411905,0.06288689374923706
Q440603,sydney,sydney,0.9498118162155151
Q5673686,,1871-03-29,0.13381507992744446
Q4800331,actor,stage actor,0.09086503833532333
Q61584,singer,singer,0.7661882042884827
Q180850,linda woodward,linda woodward,0.9239974617958069
Q22280377,united state,united state,0.9919833540916443
Q1795065,actor,film actor,0.13960686326026917
Q27078357,walker,walker,0.8145935535430908
Q1501817,1904,1904-02-21,0.38083088397979736
Q4251151,,united state,0.02185286581516266
Q6762109,temple university,temple university,0.9808264374732971
Q153996,,larissa kerner,-0.004264816641807556
Q3016516,visual artist,visual artist,0.8894725441932678
Q6148146,1987,1987-09-15,0.4279440641403198
Q5364884,december 2023,2023-12-06,0.36684414744377136
Q16867338,,ann arbor,0.041377708315849304
Q7437294,spencer,spencer,0.9187851548194885
Q6780635,roscoe,roscoe,1.001297950744629
Q19945960,dorothy loudon starbaby award,dorothy loudon starbaby award,1.0589990615844727
Q1632019,actor,television actor,0.1935839205980301
Q362824,film director,writer,0.046735912561416626
Q17248377,tulsa,tulsa,1.0651705265045166
Q29913210,theater actor,stage actor,0.4705411195755005
Q5340053,,united state,0.02185286581516266
Q15621257,nightmove award,nightmove award,0.9730172753334045
Q4678756,spring of 1981,1981-05-30,0.21493512392044067
Q320651,satine anai geraldine macht,satine anai geraldine macht,0.9717537760734558
Q361238,wagner college,wagner college,0.8941922187805176
Q3719053,elmore county,elmore county,0.9238845705986023
Q352730,,voice,0.03794799745082855
Q5446761,1952,1952-08-08,0.4020843505859375
Q438269,australia,australia,0.7713078856468201
Q21078222,north dakota,north dakota,0.9756403565406799
Q232288,singer and actres,stage actor,0.2664166986942291
Q1479869,,1907-12-15,0.0717831626534462
Q2588575,wigan,wigan,0.9777474999427795
Q5538510,preston,preston,0.9932302832603455
Q1913331,england,united kingdom,0.1740710288286209
Q16005775,van nuy,van nuy,0.9854817986488342
Q6766329,a lingering disease,disease,0.1900639832019806
Q6251513,filmmaker,actor,0.05132930725812912
Q11723723,arnette,arnette,0.9035187363624573
Q3157830,acting,actor,0.28165173530578613
Q746172,singer and television producer,television producer,0.4346906542778015
Q37175,"actor, director",film director,0.26730063557624817
Q16120891,film actor,film actor,0.8629913330078125
Q270049,raymond massey,raymond massey,0.9750315546989441
Q3161300,,actor,0.02501051127910614
Q467489,,united state,0.02185286581516266
Q26231,,new york university tisch school of the art,-0.031740814447402954
Q16079021,united state,united state,0.9919833540916443
Q18720063,,+2000-00-00T00:00:00Z,0.09745217859745026
Q1385381,columbia university,columbia university,0.9576970934867859
Q21024298,set dresser,set dresser,0.9424492716789246
Q3031861,actor,actor,0.5767977237701416
Q5394100,film actor,film actor,0.8629913330078125
Q540661,daytime emmy award,daytime emmy award,0.9238584637641907
Q6266413,butt,butt,0.9434313178062439
Q7177697,valley oak memorial park,valley oak memorial park,0.9016221165657043
Q60735975,mission,mission,0.7152732014656067
Q3640043,actor,actor,0.5767977237701416
Q6108309,television entertainer,television presenter,0.6046180129051208
Q5984778,1995,1995-08-22,0.42576688528060913
Q607793,,canada,0.06168419122695923
Q6274007,1939,1939-03-06,0.5457146167755127
Q7659975,stage actor,stage actor,0.8314184546470642
Q230099,papal lateran cros,papal lateran cros,1.020659327507019
Q62088373,,heterosexuality,-0.018483474850654602
Q3157162,actor,actor,0.5767977237701416
Q161819,prestigiou recognition for his outstanding contribution to the stage,drama desk award for outstanding actres in a musical,0.49464815855026245
Q537040,1973,1973-08-05,0.43958908319473267
Q6390409,richmond high school,richmond high school,0.9417631030082703
Q5106858,henchy,henchy,0.9174091219902039
Q3359473,actor,actor,0.5767977237701416
Q5460622,,1991-02-27,0.05606367439031601
Q20684485,1948,1948-05-09,0.35740721225738525
Q6957800,lewington,lewington,1.018517255783081
Q5412077,morri,morri,1.027405858039856
Q4768209,carlisle,carlisle,0.9818598628044128
Q3187961,acting,actor,0.28165173530578613
Q37793280,illinois,illinois,0.9729418158531189
Q8002916,keen,keen,0.8573347330093384
Q6536003,actor,film actor,0.13960686326026917
Q2079728,toscano,toscano,1.0049917697906494
Q12250376,natural cause,natural cause,0.9231284260749817
Q20657184,thoma bryant ligon,thoma bryant ligon,1.0193367004394531
Q5217926,,toronto,0.02217523753643036
Q179269,,golden globe award for best actres – television series musical or comedy,0.06304562836885452
Q39660717,film producer,film producer,0.9118699431419373
Q503545,reedu,reedu,0.9325823187828064
Q552748,1981,1981-06-23,0.40858393907546997
Q5312878,actor,television actor,0.1935839205980301
Q12962325,,camarillo,0.05069402605295181
Q191755,filmmaker,film editor,0.16204334795475006
Q9122212,nigel Hadden-Paton,nigel Hadden-Paton,0.9888789653778076
Q22280369,youtuber,youtuber,0.7961812019348145
Q715558,,united state,0.02185286581516266
Q313451,elli island medal of honor,elli island medal of honor,0.9721434712409973
Q326196,united state,united state,0.9919833540916443
Q16536539,union de artiste,union de artiste,0.9535378813743591
Q471003,actor,television actor,0.1935839205980301
Q15948894,jenn brown,jenn brown,0.9784902930259705
Q22670597,actres,film actor,0.08464165776968002
Q3811609,film actor,film actor,0.8629913330078125
Q33271478,actor,television actor,0.1935839205980301
Q265443,film actor,film actor,0.8629913330078125
Q27703717,manufacturing,manufacturer,0.7601200938224792
Q20437130,,1947-06-17,0.07494647800922394
Q158707,nixon,ryan,0.14153529703617096
Q16062812,boston,boston,0.8581417202949524
Q351171,dalla,dalla,0.7858982086181641
Q4766244,film actor,film actor,0.8629913330078125
Q21192235,1962-12-05,+1962-05-00T00:00:00Z,0.5643352270126343
Q139850,1985,1985-03-08,0.451626181602478
Q3038280,august 1952,1952-08-02,0.6787124872207642
Q465442,comedian,comedian,0.8146336078643799
Q4758212,actor,television actor,0.1935839205980301
Q3021658,singer and actor,actor,0.3201705813407898
Q5045059,elli,elli,0.9693363308906555
Q11209176,actor,actor,0.5767977237701416
Q760896,,united state,0.02185286581516266
Q4870087,actor,actor,0.5767977237701416
Q962283,,attention deficit hyperactivity disorder,0.05820468068122864
Q3559479,,cancer,0.05693989247083664
Q6323189,film actor,film actor,0.8629913330078125
Q22137773,performer,actor,0.18846160173416138
Q16096817,bassett,bassett,0.8856529593467712
Q2475358,actres,film actor,0.08464165776968002
Q7407801,flintshire,flintshire,1.023039698600769
Q5218579,cheadle hulme school,cheadle hulme school,0.9938015341758728
Q3549048,1971,1971-12-28,0.3671378493309021
Q634150,lane,lane,0.7254788279533386
Q1145951,catholic,catholic church,0.3843501806259155
Q3479144,film actor,film actor,0.8629913330078125
Q56161930,screenwriter,screenwriter,0.8943785429000854
Q816464,leed,leed,0.9435721039772034
Q3808687,finding neverland,finding neverland,0.9739078879356384
Q21872877,brooklyn,brooklyn,0.9519419074058533
Q20679442,keith,keith,0.928772509098053
Q16146541,drama centre london,drama centre london,0.9479195475578308
Q22677142,wing,wing,0.6241351962089539
Q708804,kathryn,kathryn byron,0.555438220500946
Q7599886,kansa,kansa,0.6860570311546326
Q16209313,actor,actor,0.5767977237701416
Q469669,stage actor,stage actor,0.8314184546470642
Q18674603,honolulu,honolulu,1.0416233539581299
Q713738,actor,television actor,0.1935839205980301
Q983339,severe pulmonary hemorrhage,pulmonary hemorrhage,0.6820971369743347
Q23908937,pequannock township,pequannock township,1.0163075923919678
Q455619,june 1995,1995-06-30,0.593298077583313
Q16208720,entertainer,actor,0.0978124588727951
Q354508,united state,united state,0.9919833540916443
Q718382,actor,television actor,0.1935839205980301
Q2883424,pulmonary emphysema,pulmonary emphysema,1.020599365234375
Q5125207,,cambridge,-0.005252227187156677
Q6312264,,dean haren,0.0016537010669708252
Q935563,actor,film actor,0.13960686326026917
Q30128595,,united state,0.02185286581516266
Q17161221,december 1980,1980-12-01,0.669633150100708
Q203047,ohio university,ohio university,0.9320967197418213
Q5415189,lo angele,lo angele,1.0596922636032104
Q4027099,film actor,film actor,0.8629913330078125
Q2914665,northwestern university,northwestern university,0.9756675362586975
Q5921225,,1908-01-25,0.12555710971355438
Q4755078,,down syndrome,0.180573970079422
Q15079,woody allen,woody allen,0.9268144965171814
Q5297950,,1881-12-12,0.06857959926128387
Q5421077,japan,empire of japan,0.17548821866512299
Q2604240,1980,1980-04-04,0.37474197149276733
Q5108127,film actor,film actor,0.8629913330078125
Q4025857,basso,basso,0.6632504463195801
Q210792,,united state,0.02185286581516266
Q4463475,director,director,0.6410928964614868
Q6255904,military officer,military officer,0.8812390565872192
Q231004,,primetime emmy award for outstanding lead actres in a comedy series,0.033092692494392395
Q58299663,,united state,0.02185286581516266
Q629696,actor,television actor,0.1935839205980301
Q7172795,television producer,television producer,0.9139021039009094
Q5983120,1943-11-01,1943-11-06,0.45195233821868896
Q6759904,screenwriter,screenwriter,0.8943785429000854
Q3379127,united kingdom,united kingdom,0.9348112344741821
Q13130360,,rose bruford college,-0.06585779786109924
Q279816,olivieri,olivieri,0.9746171832084656
Q298799,1932,1932-06-28,0.4313317537307739
Q222390,hereford,hereford,0.9650453925132751
Q2961025,holly randall unfiltered,holly randall unfiltered,0.9883643984794617
Q1648666,1913,1913-12-02,0.4473409056663513
Q5648876,actor,actor,0.5767977237701416
Q1349875,,philadelphia,-0.007813885807991028
Q61742472,actor,actor,0.5767977237701416
Q16231522,piano,piano,0.7111830115318298
Q16240326,miller,miller,0.9160078167915344
Q229207,united kingdom,united kingdom,0.9348112344741821
Q5080998,actor,actor,0.5767977237701416
Q15694054,luty,luty,0.9940704703330994
Q5360352,,actor,0.02501051127910614
Q1738309,,television actor,-0.01819254457950592
Q1586451,actor,actor,0.5767977237701416
Q20973958,bertrand,bertrand,1.0392485857009888
Q744431,film director,film director,0.893515944480896
Q451894,1977,1977-04-24,0.38872623443603516
Q3418797,actor,stage actor,0.09086503833532333
Q4757691,gateacre,gateacre,0.9572963714599609
Q530377,white,white,0.728628396987915
Q451917,david hume kennerly,david hume kennerly,0.9577427506446838
Q263743,parr wood high school,parr wood high school,0.9586405158042908
