id,answer,property_value,bleurt_score
Q161819,drama desk award for outstanding actres in a musical,drama desk award for outstanding actres in a musical,0.9437825679779053
Q537040,"august 5, 1973",1973-08-05,0.8066858649253845
Q6390409,richmond high school,richmond high school,0.9417631030082703
Q5106858,henchy,henchy,0.9174091219902039
Q3359473,actor,actor,0.5767977237701416
Q5460622,"february 27, 1991",1991-02-27,0.7377486824989319
Q20684485,"may 9, 1948",1948-05-09,0.7494544982910156
Q6957800,lewington,lewington,1.018517255783081
Q5412077,morri,morri,1.027405858039856
Q4768209,carlisle,carlisle,0.9818598628044128
Q3187961,"artist, actor, songwriter, pop singer",actor,0.39938580989837646
Q37793280,illinois,illinois,0.9729418158531189
Q8002916,keen,keen,0.8573347330093384
Q6536003,film actor,film actor,0.8629913330078125
Q2079728,toscano,toscano,1.0049917697906494
Q12250376,"natural causes, specifically a myocardial infarction",natural cause,0.3236088752746582
Q20657184,thoma bryant ligon,thoma bryant ligon,1.0193367004394531
Q5217926,toronto,toronto,0.9552290439605713
Q179269,golden globe award for best actres – television series musical or comedy,golden globe award for best actres – television series musical or comedy,0.9385020136833191
Q39660717,film producer,film producer,0.9118699431419373
Q503545,reedu,reedu,0.9325823187828064
Q552748,"june 23, 1981",1981-06-23,0.7078499794006348
Q5312878,actor,television actor,0.1935839205980301
Q12962325,camarillo,camarillo,0.9724171757698059
Q191755,film editor,film editor,0.9118961691856384
Q9122212,nigel Hadden-Paton,nigel Hadden-Paton,0.9888789653778076
Q22280369,actres and television producer,youtuber,0.025536321103572845
Q715558,united state,united state,0.9919833540916443
Q313451,elli island medal of honor,elli island medal of honor,0.9721434712409973
Q326196,united state,united state,0.9919833540916443
Q16536539,union de artiste,union de artiste,0.9535378813743591
Q471003,actor,television actor,0.1935839205980301
Q15948894,jenn brown,jenn brown,0.9784902930259705
Q22670597,actres,film actor,0.08464165776968002
Q3811609,film actor,film actor,0.8629913330078125
Q33271478,"actor, screenwriter, and film director",television actor,0.30315101146698
Q265443,film actor,film actor,0.8629913330078125
Q27703717,"actres and voice actor, manufacturer",manufacturer,0.16292136907577515
Q20437130,"june 17, 1947",1947-06-17,0.7104559540748596
Q158707,ryan,ryan,0.9084274172782898
Q16062812,boston,boston,0.8581417202949524
Q351171,dalla,dalla,0.7858982086181641
Q4766244,film actor,film actor,0.8629913330078125
Q21192235,may 1962,+1962-05-00T00:00:00Z,0.27056020498275757
Q139850,"march 8, 1985",1985-03-08,0.8119283318519592
Q3038280,"august 2, 1952",1952-08-02,0.7527781128883362
Q465442,actor and singer,comedian,0.19320467114448547
Q4758212,actor and voice actor,television actor,0.20686061680316925
Q3021658,actor,actor,0.5767977237701416
Q5045059,elli,elli,0.9693363308906555
Q11209176,actres,actor,0.15664337575435638
Q760896,united state,united state,0.9919833540916443
Q4870087,actor,actor,0.5767977237701416
Q962283,attention deficit hyperactivity disorder,attention deficit hyperactivity disorder,0.9183677434921265
Q3559479,cancer,cancer,0.6330661177635193
Q6323189,film actor,film actor,0.8629913330078125
Q22137773,"actor, theatrical director, teacher",actor,0.32300812005996704
Q16096817,bassett,bassett,0.8856529593467712
Q2475358,film actor,film actor,0.8629913330078125
Q7407801,flintshire,flintshire,1.023039698600769
Q5218579,cheadle hulme school,cheadle hulme school,0.9938015341758728
Q3549048,"december 28, 1971",1971-12-28,0.8074328303337097
Q634150,lane,lane,0.7254788279533386
Q1145951,catholic,catholic church,0.3843501806259155
Q3479144,actres,film actor,0.08464165776968002
Q56161930,"actress, film producer, film director, screenwriter",screenwriter,0.41534239053726196
Q816464,leed,leed,0.9435721039772034
Q3808687,finding neverland,finding neverland,0.9739078879356384
Q21872877,brooklyn,brooklyn,0.9519419074058533
Q20679442,keith,keith,0.928772509098053
Q16146541,drama centre london,drama centre london,0.9479195475578308
Q22677142,wing,wing,0.6241351962089539
Q708804,kathryn byron,kathryn byron,1.0182065963745117
Q7599886,kansa,kansa,0.6860570311546326
Q16209313,actor,actor,0.5767977237701416
Q469669,actres,stage actor,0.08603935688734055
Q18674603,,honolulu,0.06145162880420685
Q713738,actor,television actor,0.1935839205980301
Q983339,pulmonary hemorrhage,pulmonary hemorrhage,1.0171698331832886
Q23908937,pequannock township,pequannock township,1.0163075923919678
Q455619,"june 30, 1995",1995-06-30,0.7378905415534973
Q16208720,actres and producer,actor,0.22895614802837372
Q354508,united state,united state,0.9919833540916443
Q718382,actor,television actor,0.1935839205980301
Q2883424,pulmonary emphysema,pulmonary emphysema,1.020599365234375
Q5125207,cambridge,cambridge,0.8653233647346497
Q6312264,dean haren,dean haren,1.0269858837127686
Q935563,film actor,film actor,0.8629913330078125
Q30128595,united state,united state,0.9919833540916443
Q17161221,"december 1, 1980",1980-12-01,0.743012011051178
Q203047,ohio university,ohio university,0.9320967197418213
Q5415189,lo angele,lo angele,1.0596922636032104
Q4027099,film actor,film actor,0.8629913330078125
Q2914665,northwestern university school of communication,northwestern university,0.4622541666030884
Q5921225,"january 25, 1908",1908-01-25,0.7809733748435974
Q4755078,down syndrome,down syndrome,0.8967840671539307
Q15079,woody allen,woody allen,0.9268144965171814
Q5297950,"december 12, 1881",1881-12-12,0.7788682579994202
Q5421077,empire of japan,empire of japan,0.9685813784599304
Q2604240,"april 4, 1980",1980-04-04,0.780994713306427
Q5108127,film actor,film actor,0.8629913330078125
Q4025857,basso,basso,0.6632504463195801
Q210792,united state,united state,0.9919833540916443
Q4463475,director,director,0.6410928964614868
Q6255904,military officer,military officer,0.8812390565872192
Q231004,primetime emmy award for outstanding lead actres in a comedy series,primetime emmy award for outstanding lead actres in a comedy series,0.9673576951026917
Q58299663,united state,united state,0.9919833540916443
Q629696,actor,television actor,0.1935839205980301
Q7172795,television producer,television producer,0.9139021039009094
Q5983120,"november 6, 1943",1943-11-06,0.7487682700157166
Q6759904,screenwriter,screenwriter,0.8943785429000854
Q3379127,united kingdom,united kingdom,0.9348112344741821
Q13130360,rose bruford college,rose bruford college,1.0164891481399536
Q279816,olivieri,olivieri,0.9746171832084656
Q298799,"june 28, 1932",1932-06-28,0.7256439328193665
Q222390,hereford,hereford,0.9650453925132751
Q2961025,holly randall unfiltered,holly randall unfiltered,0.9883643984794617
Q1648666,"december 2, 1913",1913-12-02,0.7391788363456726
Q5648876,actor,actor,0.5767977237701416
Q1349875,philadelphia,philadelphia,0.9698807001113892
Q61742472,actor,actor,0.5767977237701416
Q16231522,piano,piano,0.7111830115318298
Q16240326,miller,miller,0.9160078167915344
Q229207,united kingdom,united kingdom,0.9348112344741821
Q5080998,film actor,actor,0.24699276685714722
Q15694054,luty,luty,0.9940704703330994
Q5360352,,actor,0.02501051127910614
Q1738309,,television actor,-0.01819254457950592
Q1586451,actor,actor,0.5767977237701416
Q20973958,bertrand,bertrand,1.0392485857009888
Q744431,"film director, actor, screenwriter, producer",film director,0.48939430713653564
Q451894,"april 24, 1977",1977-04-24,0.7677736878395081
Q3418797,stage actor,stage actor,0.8314184546470642
Q4757691,gateacre,gateacre,0.9572963714599609
Q530377,white,white,0.728628396987915
Q451917,david hume kennerly,david hume kennerly,0.9577427506446838
Q263743,parr wood high school,parr wood high school,0.9586405158042908
Q23664096,"may 4, 1984",1984-05-04,0.7758912444114685
Q272176,actres,stage actor,0.08603935688734055
Q1353894,model,model,0.5310764312744141
Q30161661,"november 9, 1995",1995-11-09,0.7839964032173157
Q6153287,natural cause,natural cause,0.9231284260749817
Q3382053,national youth theatre,national youth theatre,0.9870260953903198
Q34436,"film actor, recording artist, model, stage performer",recording artist,0.472085177898407
Q21634550,actor,film actor,0.13960686326026917
Q5605949,television actor,television actor,0.8891075253486633
Q6547774,"july 26, 1980",1980-07-26,0.821316659450531
Q12353693,pari,pari,0.6237179040908813
Q318734,agi jambor,agi jambor,1.049453854560852
Q16203396,boca raton,boca raton,0.9322795271873474
Q18434397,actres,screenwriter,0.057354457676410675
Q58305091,actor,actor,0.5767977237701416
Q21208660,sacramento,sacramento,0.8363747000694275
Q5946433,tehran,tehran,0.996030867099762
Q7132082,actres,stage actor,0.08603935688734055
Q3496847,film actor,film actor,0.8629913330078125
Q6818189,united state,united state,0.9919833540916443
Q4681678,manhattan,manhattan,1.0094895362854004
Q225657,songwriter,songwriter,0.8348821401596069
Q5220620,united state,united state,0.9919833540916443
Q15993031,united state,united state,0.9919833540916443
Q3444860,"december 2, 1942",1942-12-02,0.6894393563270569
Q2658312,ronan O'Casey,ronan O'Casey,1.0263535976409912
Q23988396,england,england,0.9851313233375549
Q709509,television presenter,television presenter,0.943567156791687
Q23857186,voice,voice,0.4867112636566162
Q2957862,the theatre school at depaul university,the theatre school at depaul university,0.9833186864852905
Q4935226,film actor,actor,0.24699276685714722
Q49986780,berliner hochschule für technik,Q1415260,0.011603176593780518
Q4679829,television actor,actor,0.2646454870700836
Q589306,television director,television director,0.878850519657135
Q54868848,howard gould,howard gould,1.0093656778335571
Q7145632,"may 19, 2001",2001-05-19,0.7911542654037476
Q20811104,lo angele,lo angele,1.0596922636032104
Q6439754,canada,canada,0.7601901292800903
Q47469385,lawton,lawton,1.0008150339126587
Q265726,"film actor, film producer, model, socialite",film actor,0.3983913064002991
Q14950067,american football,american football,0.8900509476661682
Q7088054,actres,film actor,0.08464165776968002
Q744955,arthur rankin,arthur rankin,1.0139144659042358
Q433893,new york city,new york city,0.9141663908958435
Q2480656,film director,film director,0.893515944480896
Q234017,virginia wynette pugh,virginia wynette pugh,0.9464097619056702
Q1174689,chalfont st gile,chalfont st gile,0.9828385710716248
Q181425,chan shu kui memorial school,chan shu kui memorial school,0.9430574774742126
Q235310,singer and actres,youtuber,0.05942199379205704
Q1505565,webber dougla academy of dramatic art,webber dougla academy of dramatic art,0.9685995578765869
Q15829948,olympia,olympia,0.7411110997200012
Q130046,mcguire,mcguire,0.952728807926178
Q271633,St. clair shore,St. clair shore,0.900313675403595
Q598243,fayetteville state university,fayetteville state university,0.9570884704589844
Q520482,musician,composer,0.09528162330389023
Q350581,"singer-songwriter, television actor",television actor,0.5320925712585449
Q5243551,woodlawn cemetery,woodlawn cemetery,0.9507348537445068
Q6849466,"september 27, 1986",1986-09-27,0.8298612236976624
Q110374,"fort Worth, texa",fort worth,0.4301917552947998
Q17600287,alpha phi alpha,alpha phi alpha,1.015406847000122
Q609931,dub actor,dub actor,0.9439070820808411
Q7384539,television actor,television actor,0.8891075253486633
Q1877032,eberl,eberl,1.0293477773666382
Q7176007,london,london,0.7344843745231628
Q7964422,pulmonary emphysema,pulmonary emphysema,1.020599365234375
Q3157240,screenwriter,screenwriter,0.8943785429000854
Q468084,"may 28, 1925",1925-05-28,0.8146542906761169
Q7976411,actor and musician,television actor,0.267740935087204
Q5031576,northwestern university pritzker school of law,northwestern university pritzker school of law,0.9715132713317871
Q2712956,actres,actor,0.15664337575435638
Q723983,natural cause,natural cause,0.9231284260749817
Q7440839,bridger,bridger,0.9053089022636414
Q1327695,film critic,film critic,0.9274863004684448
Q359325,clifford vivian devon curti,clifford vivian devon curti,1.0082573890686035
Q24883311,ahmadu bello university,ahmadu bello university,1.0293354988098145
Q7683242,,model,0.19781048595905304
Q3435067,denver,denver,0.9479804635047913
Q2332384,davy,davy,0.8963552117347717
Q438537,ryan,ryan,0.9084274172782898
Q172584,boulder,boulder,0.8405600786209106
Q22249990,actor,film actor,0.13960686326026917
Q448393,"october 15, 1950",1950-10-15,0.7143006920814514
Q4760098,Swedish-speaking population of finland,Swedish-speaking population of finland,1.003650188446045
Q6774994,"may 6, 1979",1979-05-06,0.7803494334220886
Q5111026,youtuber,youtuber,0.7961812019348145
Q3574497,"march 1, 1981",1981-03-01,0.8070784211158752
Q231071,chicago,chicago,0.8835649490356445
Q7436773,united state,united state,0.9919833540916443
Q4531298,elliot,elliot,1.0090601444244385
Q26118,laryngeal cancer,laryngeal cancer,0.9376859664916992
Q257165,miličević,miličević,0.9889643788337708
Q2383387,bowen,bowen,0.9285898804664612
Q888415,hanahan high school,hanahan high school,0.9795356392860413
Q276181,jame albert varney Jr.,jame albert varney Jr.,0.9873515963554382
Q3241446,television actor,actor,0.2646454870700836
Q4018021,united state,united state,0.9919833540916443
Q229038,actres and singer,film director,0.14625504612922668
Q1918972,united kingdom,united kingdom,0.9348112344741821
Q7348985,stage actor,actor,0.1815577745437622
Q7909088,manalapan township,manalapan township,1.0640194416046143
Q5702381,united kingdom,united kingdom,0.9348112344741821
Q1698505,stage actor,stage actor,0.8314184546470642
Q7160759,actres,actor,0.15664337575435638
Q779151,smigel,smigel,0.9780959486961365
Q442298,actres,film actor,0.08464165776968002
Q939117,chiswick,chiswick,0.9656261801719666
Q236854,united state,united state,0.9919833540916443
Q425656,natural cause,natural cause,0.9231284260749817
Q47451379,bergmann,bergmann,0.9305053949356079
Q266804,film,film,0.6019715070724487
Q255786,natural cause,natural cause,0.9231284260749817
Q6153431,london,london,0.7344843745231628
Q4934863,actor,actor,0.5767977237701416
Q202056,actor,voice actor,0.09630686044692993
Q176846,welcome to St. tropez,Q4101710,0.03837025910615921
Q4391041,university of oxford,university of oxford,0.9306817650794983
Q3048711,royal academy of dramatic art,royal academy of dramatic art,0.9114124178886414
Q1783657,singer-songwriter,singer-songwriter,0.9226478934288025
Q7383996,united state military academy,united state military academy,0.9413471221923828
Q266057,actres,actor,0.15664337575435638
Q21634507,actor,actor,0.5767977237701416
Q17008527,"may 15, 1903",1903-05-15,0.7854545712471008
Q5053356,bradshaw,bradshaw,0.9864183664321899
Q57341017,"Ryan, Robert, Raymond, Deanna, rick ochoa",rick ochoa,0.4348257780075073
Q104027,president of the jury at the canne festival,president of the jury at the canne festival,0.9682102203369141
Q1328580,pornographic actor,pornographic actor,0.9147948026657104
Q531033,baring,baring,0.8957071900367737
Q6759574,television actor,television actor,0.8891075253486633
Q296887,edward highmore,edward highmore,0.9462634921073914
Q6769613,playwright,playwright,0.9277148842811584
Q1396471,naacp image award for outstanding actres in a comedy series,naacp image award for outstanding actres in a comedy series,0.9699108004570007
Q3276794,wagner,wagner,0.864133894443512
Q7436480,haze,haze,0.9345269799232483
Q141673,natural cause,natural cause,0.9231284260749817
Q1189487,united state,united state,0.9919833540916443
Q4557216,voice,voice,0.4867112636566162
Q1579783,stage actor,stage actor,0.8314184546470642
Q902759,painter,actor,0.041021689772605896
Q4965756,"university of California, lo angele","university of California, lo angele",1.0569101572036743
Q6220322,pennsylvania,pennsylvania,1.0062593221664429
Q6795006,"april 14, 1953",1953-04-14,0.7534916996955872
Q7143217,"Youngstown, ohio",youngstown,0.6603297591209412
Q547293,london academy of music and dramatic art,london academy of music and dramatic art,0.9038898348808289
Q3651353,canada,canada,0.7601901292800903
Q232333,actres and musician,screenwriter,0.16424047946929932
Q461370,frank mill andrew,frank mill andrew,0.9687852263450623
Q3735288,bono,bono,0.9697974324226379
Q378620,voice actor,voice actor,0.8491813540458679
Q29616916,"may 7, 2001",2001-05-07,0.7629043459892273
Q4913417,cleveland,cleveland,0.9647616744041443
Q24053120,courtney,courtney,0.9019742608070374
Q4718843,film actor,film actor,0.8629913330078125
Q21592179,united kingdom,united kingdom,0.9348112344741821
Q3059262,holy cros cemetery,holy cros cemetery,0.9798902869224548
Q880598,musician,singer,0.1432364583015442
Q266942,"august 16, 1937",1937-08-16,0.7959194183349609
Q16420426,connecticut,connecticut,0.9765145182609558
Q18712939,"may 25, 1882",1882-05-25,0.7774540781974792
Q366223,united state,united state,0.9919833540916443
Q232538,north acton cemetery,north acton cemetery,1.0200895071029663
Q4885794,"august 29, 1952",1952-08-29,0.8149028420448303
Q4145,"television actor, film actor, television presenter, and radio personality",actor,0.3784703016281128
Q1798999,"february 24, 1917",1917-02-24,0.7474153637886047
Q28976364,voice actor,actor,0.1728450059890747
Q3073457,filmmaker,writer,0.11075831949710846
Q6762222,"may 3, 2016",2016-05-03,0.8764563202857971
Q42434173,nichola hammond,nichola hammond,1.0079100131988525
Q236479,actres and film producer,film producer,0.3733166456222534
Q23808177,voice,voice,0.4867112636566162
Q352185,sol hoʻopiʻi,sol hoopii,0.7310081124305725
Q2836671,surrey,surrey,0.863612711429596
Q7802907,film actor,film actor,0.8629913330078125
Q41796239,model and actor,model,0.2586813271045685
Q3437130,actor,actor,0.5767977237701416
Q6759545,bloomington,bloomington,0.9790818095207214
Q8345566,"june 12, 1987",1987-06-12,0.7280448079109192
Q440273,"october 2, 1990",1990-10-02,0.7163235545158386
Q7357096,johnson,johnson,0.9278759956359863
Q2125433,"november 24, 1963",1963-11-24,0.7788252830505371
Q447865,bandleader,bandleader,0.8583245873451233
Q1369625,pittsburgh,pittsburgh,0.9497086405754089
Q7375184,united state,united state,0.9919833540916443
Q11837074,segal,segal,0.9968543648719788
Q3430707,"june 15, 1918",1918-06-15,0.7686412930488586
Q3808518,josephine chiampa,josephine chiampa,1.0187180042266846
Q60292697,actor,actor,0.5767977237701416
Q4942359,san francisco,san francisco,0.949722945690155
Q4020173,actor,actor,0.5767977237701416
Q1321271,actor,voice actor,0.09630686044692993
Q4132067,kiersey nicole clemon,kiersey nicole clemon,1.028319001197815
Q3663577,calvert,calvert,0.9641067385673523
Q19661544,coombe Girls' school,coombe Girls' school,1.0224801301956177
Q2160118,"december 21, 1956",1956-12-21,0.7772261500358582
Q6834523,united state,united state,0.9919833540916443
Q7327706,england,england,0.9851313233375549
Q1452192,asomugha,asomugha,1.0463770627975464
Q2403592,laura bailey,laura bailey,0.9881497621536255
Q3334746,actor,television actor,0.1935839205980301
Q242785,"january 1, 1919",1919-01-01,0.7397151589393616
Q234933,acting,acting,0.5752753615379333
Q233882,conroy,conroy,0.9438261389732361
Q708471,marshall,marshall,0.9367871880531311
Q15007836,actor,actor,0.5767977237701416
Q706671,"ibaraki Prefecture, japan",ibaraki prefecture,0.6868059039115906
Q2412911,lo angele,lo angele,1.0596922636032104
Q1340565,united state,united state,0.9919833540916443
Q376736,united state,united state,0.9919833540916443
Q1606541,lo angele,lo angele,1.0596922636032104
Q2552664,bergin,bergin,0.9434545636177063
Q210547,new york university tisch school of the art,new york university tisch school of the art,0.9417302012443542
Q888675,street artist,street artist,0.8841676115989685
Q2939011,united state,united state,0.9919833540916443
Q5226262,united state,united state,0.9919833540916443
Q3647873,"april 22, 1961",1961-04-22,0.7527943849563599
Q1973047,stage actor,stage actor,0.8314184546470642
Q6109529,the bronx,the bronx,1.0173814296722412
Q261865,voice,voice,0.4867112636566162
Q926194,michael anthony alaimo,michael anthony alaimo,0.9908419847488403
Q5403107,greensboro,greensboro,0.8491665720939636
Q954355,actor,actor,0.5767977237701416
Q216288,guitar,guitar,0.6784240007400513
Q2599948,griffith,griffith,0.9424735903739929
Q3783419,"april 19, 1919",1919-04-19,0.7794474363327026
Q16732948,chri henry coffey,chri henry coffey,0.9950354099273682
Q366012,"film director, actor, opus singer, jazz musician",film director,0.37347036600112915
Q24648120,television actor,television actor,0.8891075253486633
Q19019158,jaeden wesley lieberher,jaeden wesley lieberher,0.9977410435676575
Q42331662,the man with five face,the man with five face,0.9829646944999695
Q3048236,"december 2, 1944",1944-12-02,0.6828800439834595
Q707935,"june 26, 1992",1992-06-26,0.6721603274345398
Q4765537,,united kingdom,0.012348279356956482
Q3181015,television actor,television actor,0.8891075253486633
Q7297529,wakefield,wakefield,0.8775047659873962
Q5623843,royal academy of dramatic art,royal academy of dramatic art,0.9114124178886414
Q2091331,"january 1, 2000",2000-01-01,0.762668251991272
Q523976,university of new south wale,university of new south wale,0.9694871306419373
Q18089198,King,King,0.7311758399009705
Q55449,,musician,0.07959728688001633
Q1319732,"singer, actor, model",singer,0.39671841263771057
Q577606,poet,poetry,0.4282732605934143
Q23047425,actor,actor,0.5767977237701416
Q4885715,"june 18, 1978",1978-06-18,0.7065266370773315
Q9138397,zhang,zhang,0.9046149253845215
Q5752547,child actor,actor,0.17961281538009644
Q1563384,cunningham,cunningham,0.9818641543388367
Q7964538,"august 4, 2023",2023-08-04,0.7534247040748596
Q524859,united state,united state,0.9919833540916443
Q468241,"actor, stand-up comedian",comedian,0.40484148263931274
Q5415154,appley bridge,appley bridge,0.9467079043388367
Q237690,elyssa davalo,elyssa davalo,1.0000433921813965
Q22566802,"september 24, 1962",1962-09-24,0.7914754748344421
Q2150333,new york city,new york city,0.9141663908958435
Q17198635,"february 28, 1981",1981-02-28,0.7550563216209412
Q959153,"american artist, actor, musician",actor,0.3861495554447174
Q453294,london,london,0.7344843745231628
Q3127604,charleston,charleston,0.9450774788856506
Q3870707,filmmaker and actor,film director,0.21778477728366852
Q6774518,television actor and radio personality,actor,0.2508178949356079
Q16215160,COVID-19,COVID-19,1.0217565298080444
Q11838693,film actor,actor,0.24699276685714722
Q6416165,hinchcliffe,hinchcliffe,1.0124919414520264
Q3567382,mann,mann,0.5946410298347473
Q3161136,juilliard school,juilliard school,0.9531745910644531
Q1681395,"july 24, 1961",1961-07-24,0.7943999171257019
Q63189,2011-05-05,2011-05-05,0.929256021976471
Q1714208,"july 11, 1980",1980-07-11,0.836113691329956
Q464169,academy award for best documentary feature film,academy award for best documentary feature film,0.9576848149299622
Q20973982,filmmaker,film director,0.18816611170768738
Q25913122,actor,actor,0.5767977237701416
Q19975405,voice actor,voice actor,0.8491813540458679
Q2704814,"august 18, 2014",2014-08-18,0.8993005752563477
Q7650675,farmer,farmer,0.7176717519760132
Q3811137,television actor,television actor,0.8891075253486633
Q503938,actor,stage actor,0.09086503833532333
Q5521443,actor,film actor,0.13960686326026917
Q6778428,voice actor,voice actor,0.8491813540458679
Q6761938,pittsburgh,pittsburgh,0.9497086405754089
Q3180247,"screenwriter, actor, director",screenwriter,0.47174179553985596
Q4347997,"actor, television presenter, composer",music,0.17906323075294495
Q296774,ucla bruin,ucla bruin football,0.6215818524360657
Q5093577,actor,actor,0.5767977237701416
Q1445597,"february 2, 1994",1994-02-02,0.6994765996932983
Q6271407,tucson,tucson,0.9235705733299255
Q5222969,singer and stage actor,actor,0.23212851583957672
Q5242712,terrorist,terrorist,0.5369650721549988
Q20202950,"march 10, 1997",1997-03-10,0.811948299407959
Q3182329,pneumonia,pneumonia,0.9233587384223938
Q18155471,varga,varga,1.0211451053619385
Q19518791,united state,united state,0.9919833540916443
Q7934643,film actor,film actor,0.8629913330078125
Q61995541,socialist republic of serbia,socialist republic of serbia,0.9853838682174683
Q6847791,thornton,thornton,0.9705547094345093
Q343616,screen actor guild award for outstanding performance by a cast in a motion picture,screen actor guild award for outstanding performance by a cast in a motion picture,0.9564523100852966
Q7106878,aki na ukwa,aki na ukwa,1.0414108037948608
Q2031909,london,london,0.7344843745231628
Q3314039,"september 26, 1911",1911-09-26,0.8093355298042297
Q7831284,film actor,actor,0.24699276685714722
Q3023151,singer,singer,0.7661882042884827
Q3752781,united kingdom,united kingdom,0.9348112344741821
Q448319,elmira,elmira,0.8896751999855042
Q20810617,actor,actor,0.5767977237701416
Q4961917,film actor,film actor,0.8629913330078125
Q2883923,long beach city college,long beach city college,0.8981795310974121
Q454156,elaine iva berlin,elaine iva berlin,0.9455158710479736
Q512986,city island,city island,0.9694245457649231
Q3161013,actor,actor,0.5767977237701416
Q5990083,voice actor,actor,0.1728450059890747
Q6288583,"september 19, 1959",1959-09-19,0.8191727995872498
Q469086,"september 21, 1930",1930-09-21,0.8104679584503174
Q4971594,television actor,television actor,0.8891075253486633
Q2358361,"voice actor, actor, screenwriter, writer, director",director,0.28984856605529785
Q2408811,actres,actor,0.15664337575435638
Q3229654,television actor,actor,0.2646454870700836
Q726057,"record producer, singer, actor",record producer,0.5373987555503845
Q374239,film acting,film acting,0.8714035749435425
Q19559979,film actor and director,actor,0.23972290754318237
Q7324998,new york,new york,0.8703718781471252
Q7173604,united kingdom,united kingdom,0.9348112344741821
Q16214959,Nlaka'pamux,Nlaka'pamux,1.0637116432189941
Q325814,film producer,film producer,0.9118699431419373
Q1319744,don verdean,don verdean,1.0063430070877075
Q895771,garland,garland,0.9912027716636658
Q3430783,film actor and stage actor,actor,0.3126882314682007
Q560070,crilly,crilly,0.9619455933570862
Q16239334,united state,united state,0.9919833540916443
Q4216669,stage actor,stage actor,0.8314184546470642
Q8025423,london,london,0.7344843745231628
Q5219388,filmmaker,filmmaker,0.6791803240776062
Q7241928,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q6438125,peter maloney,peter maloney,0.9293318390846252
Q298777,star on the hollywood walk of fame,star on hollywood walk of fame,0.8250312805175781
Q976243,lo angele,lo angele,1.0596922636032104
Q191084,dorri eugene kilmer,dorri eugene kilmer,1.027463436126709
Q232968,united state,united state,0.9919833540916443
Q3536506,television actor,television actor,0.8891075253486633
Q33927154,helmuth,helmuth,0.9784339666366577
Q7811560,united state,united state,0.9919833540916443
Q761697,myocardial infarction,myocardial infarction,0.9637904763221741
Q188137,sarah lawrence college,sarah lawrence college,0.9716315865516663
Q1337159,"february 25, 2016",2016-02-25,0.8145735859870911
Q3870096,actor,actor,0.5767977237701416
Q7804487,"june 27, 1961",1961-06-27,0.7060948014259338
Q1221018,golder green crematorium,golder green crematorium,0.9702731966972351
Q6076598,linebacker,linebacker,0.9454979300498962
Q945041,film producer and director,film producer,0.5016648769378662
Q16390,esophageal cancer,esophageal cancer,1.0008749961853027
Q6213306,united state,united state,0.9919833540916443
Q17166328,balfour,balfour,1.0050537586212158
Q330432,screenwriter,screenwriter,0.8943785429000854
Q6911713,singer and songwriter,songwriter,0.3981807231903076
Q5234906,television actor,actor,0.2646454870700836
Q95068,president of the jury at the canne festival,president of the jury at the canne festival,0.9682102203369141
Q298209,,voice,0.03794799745082855
Q29850686,"april 2, 1974",1974-04-02,0.7525021433830261
Q310113,,dancer,0.09394596517086029
Q20683824,"may 25, 1905",1905-05-25,0.8586465716362
Q5619211,underwater,underwater,0.9108712673187256
Q451916,isabel mirrow brown,isabel mirrow brown,1.0350062847137451
Q4703610,"february 26, 1891",1891-02-26,0.7385568022727966
Q6187431,actres,actor,0.15664337575435638
Q18638524,myocardial infarction,myocardial infarction,0.9637904763221741
Q24207143,television actor,actor,0.2646454870700836
Q3898004,michael angeli,michael angeli,0.903561532497406
Q3744888,writer and actres,poet,0.13258619606494904
Q275779,baltimore,baltimore,0.9332461953163147
Q4529648,united state,united state,0.9919833540916443
Q46576862,actor,actor,0.5767977237701416
Q13560279,"hot Springs, arkansa",hot spring,0.4996671676635742
Q5372371,writer guild of america award,writer guild of america award,0.9236137270927429
Q3294061,united kingdom,united kingdom,0.9348112344741821
Q23879969,edinburg,edinburg,0.9131312966346741
Q17496238,united state,united state,0.9919833540916443
Q3050401,pendleton,pendleton,0.9987062811851501
Q34345055,film actor,actor,0.24699276685714722
Q7823017,providence,providence,0.9689906239509583
Q119935,star on the hollywood walk of fame,star on hollywood walk of fame,0.8250312805175781
Q236361,salvador,salvador,0.914154589176178
Q972381,hall,hall,0.5714793801307678
Q7350483,university of glasgow,university of glasgow,0.9180299639701843
Q3703317,singer-songwriter,singer-songwriter,0.9226478934288025
Q511507,lo angele,lo angele,1.0596922636032104
Q3435439,lo angele,lo angele,1.0596922636032104
Q942487,"september 21, 1882",1882-09-21,0.7838563919067383
Q24035444,lawyer,lawyer,0.6745656132698059
Q538123,actor and film director,film director,0.39407140016555786
Q18715773,roche,roche,0.8051741123199463
Q5735121,"june 14, 1994",1994-06-14,0.6892080903053284
Q1052329,parker,parker,0.8482984900474548
Q5234372,united state,united state,0.9919833540916443
Q6513441,delano,delano,0.9423537850379944
Q2697190,united state,united state,0.9919833540916443
Q6770110,screenwriter,screenwriter,0.8943785429000854
Q16539318,united state,united state,0.9919833540916443
Q3361772,arlington height,arlington height,0.9386693239212036
Q6818922,wale,wale,0.7207145094871521
Q7612403,acting,acting,0.5752753615379333
Q549290,actor,television actor,0.1935839205980301
Q438676,performing art,performing art,0.9378553032875061
